Region,Site,Species,Treatment,Nubbin ID,Holobiont,Time,Rack #,Replicate,F,M,Y,Frag,Color
Lizard,Turtle South,Stylophora,Juvenile,LJ082,C8 group,During,12,5,570,1915,702,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ082,C8 group,During,12,6,458,1777,742,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ083,C8 group,During,6,1,357,1151,689,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ083,C8 group,During,6,2,818,2367,654,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ083,C8 group,During,6,3,713,1959,636,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ084,C8 group,During,12,1,308,977,684,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ084,C8 group,During,12,2,282,834,661,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ084,C8 group,During,12,3,172,592,702,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ084,C8 group,During,12,4,634,2164,707,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ084,C8 group,During,12,5,651,2224,707,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ084,C8 group,During,12,6,484,1485,674,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ085,C8 group,During,6,1,574,1812,683,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ085,C8 group,During,6,2,165,381,566,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ085,C8 group,During,6,3,194,603,678,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ085,C8 group,During,6,4,562,3386,834,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ086,C8 group,During,1,1,543,1719,684,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ086,C8 group,During,1,2,495,1333,628,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ086,C8 group,During,1,3,462,1431,677,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ086,C8 group,During,1,4,703,2380,704,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ086,C8 group,During,1,5,755,2547,703,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ086,C8 group,During,1,6,459,1892,757,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ087,C8 group,During,6,1,151,416,637,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ087,C8 group,During,6,2,383,1038,631,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ087,C8 group,During,6,3,725,2272,680,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ087,C8 group,During,6,4,678,2290,703,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ087,C8 group,During,6,5,561,2221,747,original,
Lizard,Turtle South,Stylophora,Juvenile,LJ088,C8 group,During,12,1,231,951,757,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ088,C8 group,During,12,2,195,694,719,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ088,C8 group,During,12,3,209,670,688,original,Pale
Lizard,Turtle South,Stylophora,Juvenile,LJ088,C8 group,During,12,4,709,2216,680,original,Brown
Lizard,Turtle South,Stylophora,Juvenile,LJ088,C8 group,During,12,5,691,2331,703,original,Brown
Lizard,,,Adult,,C8 group,Before,,,,,,,
Lizard,,,Juvenile,,C8 group,Before,,,,,,,
Lizard,,,Adult,,Pver_PbairdiC. pacificum,Before,,,,,,,
Lizard,,,Juvenile,,Pver_PbairdiC. pacificum,Before,,,,,,,
Lizard,,,Adult,,Pver(OPI40)C. pacificum,Before,,,,,,,
Lizard,,,Juvenile,,Pver(OPI40)C. pacificum,Before,,,,,,,
Lizard,,,Adult,,PacutaC. pacificum,Before,,,,,,,
Lizard,,,Juvenile,,PacutaC. pacificum,Before,,,,,,,
Heron,,,Adult,,C8 groupH,Before,,,,,,,
Heron,,,Juvenile,,C8 groupH,Before,,,,,,,
Heron,,,Adult,,C78a ,Before,,,,,,,
Heron,,,Juvenile,,C78a ,Before,,,,,,,
Heron,,,Adult,,PdamC33a_sGBR,Before,,,,,,,
Heron,,,Juvenile,,PdamC33a_sGBR,Before,,,,,,,
Heron,,,Adult,,PdamC. latusorum,Before,,,,,,,
Heron,,,Juvenile,,PdamC. latusorum,Before,,,,,,,
